订单日期,产品名称,顾客姓名,订单单号,区域,目的省份,目的城市,快递公司,产品类别,产品子类别,销售数量,销售金额,收款方式
2016/8/14,鱼骨青豆80g,Yoseph Carroll,10021253233,东北,吉林省,四平市,申通,坚果炒货,特惠炒货,43,417.186,应收账款
2016/4/19,炭烧腰果120g,Kelly Lampkin,10021253234,华南,海南省,海口市,申通,坚果炒货,果果仁仁,38,434.112,应收票据
2017/11/8,烘烤薯片番茄味98g,Kalyca Meade,10021253268,华东,安徽省,阜阳市,圆通,坚果炒货,特惠炒货,39,366.795,应收账款
2016/7/6,淮盐花生米100g,Justin Knight,10021253281,华北,内蒙古,赤峰市,韵达,坚果炒货,果果仁仁,12,55.86,应收账款
2016/7/30,甘草西瓜子218g,Rick Reed,10021253370,华北,内蒙古,巴彦淖尔市,顺丰,坚果炒货,磕壳坚果,35,406.35,应收账款
2017/9/19,精装纸皮核桃380g,Ricardo Block,10021253387,东北,黑龙江,哈尔滨市,韵达,坚果炒货,磕壳坚果,33,1303.533,应收账款
2016/1/12,烘烤薯片原味98g,Greg Matthias,10021253388,华北,内蒙古,呼和浩特市,圆通,坚果炒货,果果仁仁,44,413.82,应收账款
2016/3/13,精装纸皮核桃380g,Denny Blanton,10021253409,东北,辽宁省,营口市,顺丰,坚果炒货,磕壳坚果,25,957.6,应收账款
2016/4/15,夏威夷果盐焗味200g,Dionis Lloyd,10021253482,西北,新疆,克拉玛依市,顺丰,坚果炒货,磕壳坚果,20,382.08,预付账款
2016/6/14,蛋花玉米65g,Sean O'Donnell,10021253508,东北,黑龙江,哈尔滨市,中通,坚果炒货,特惠炒货,11,26.125,应收账款
2017/8/5,葵花籽奶油味190g,Henry Goldwyn,10021253509,华北,北京市,北京市,顺丰,坚果炒货,磕壳坚果,38,300.2,应收账款
2017/2/4,甘草西瓜子90g,Nicole Brennan,10021253521,华南,广西省,南宁市,申通,坚果炒货,磕壳坚果,48,230.496,应收票据
2016/11/19,奶油味黑葵花籽150g,Nat Gilpin,10021253549,华南,湖北省,黄石市,顺丰,坚果炒货,磕壳坚果,4,38.412,应收票据
2016/11/19,奶油味黑葵花籽150g,Nat Gilpin,10021253549,华南,湖北省,黄石市,顺丰,坚果炒货,磕壳坚果,4,38.412,应收票据
2017/12/20,淮盐花生米100g,Muhammed Lee,10021253573,华东,福建省,福州市,圆通,坚果炒货,果果仁仁,42,205.8,预付账款
2016/11/21,甘草西瓜子218g,Duane Huffman,10021253639,华东,浙江省,杭州市,中通,坚果炒货,磕壳坚果,18,208.98,预付账款
2016/11/21,甘草西瓜子218g,Duane Huffman,10021253639,华东,浙江省,杭州市,中通,坚果炒货,磕壳坚果,18,208.98,预付账款
2017/9/5,甘草西瓜子90g,Becky Pak,10021253644,华东,安徽省,蚌埠市,圆通,坚果炒货,磕壳坚果,47,209.573,预付账款
2017/4/7,碧根果仁（芝麻味）125g,Stephanie Phelps,10021253684,西北,青海省,西宁市,申通,坚果炒货,果果仁仁,49,976.521,预付账款
2017/8/30,甘栗仁150g,Karen Daniels,10021253687,东北,辽宁省,营口市,顺丰,坚果炒货,果果仁仁,38,480.396,应收账款
2016/1/4,葵花籽奶油味190g,Robert Barroso,10021253724,西北,青海省,西宁市,圆通,坚果炒货,磕壳坚果,3,21.567,预付账款
2016/3/25,青豌豆蒜香味120g,Joe Kamberova,10021253748,华北,河北省,石家庄市,申通,坚果炒货,特惠炒货,47,311.328,应收账款
2016/9/8,椰香玉米65g*5,Christopher Martinez,10021253750,华北,河北省,石家庄市,顺丰,坚果炒货,特惠炒货,25,250.7,应收账款
2016/10/4,东北红松330g,John Stevenson,10021253758,西北,甘肃省,兰州市,圆通,坚果炒货,磕壳坚果,19,735.357,预付账款
2016/6/23,多味葵花籽180g,Brad Eason,10021253759,东北,吉林省,松原市,顺丰,坚果炒货,磕壳坚果,23,160.425,应收账款
2016/1/7,小米锅巴孜然味90g,Benjamin Venier,10021253764,华南,广东省,揭阳市,顺丰,坚果炒货,特惠炒货,34,168.3,应收票据
2016/1/4,手剥甘栗120g,Tamara Dahlen,10021253786,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,42,448.14,预付账款
2017/4/29,奶香良品山核桃238g,Corey Lock,10021253796,华南,广西省,北海市,顺丰,坚果炒货,磕壳坚果,34,996.268,应收票据
2017/10/13,蟹香腰果180g,Harold Ryan,10021253821,东北,吉林省,长春市,申通,坚果炒货,果果仁仁,29,508.718,应收账款
2016/7/26,椰香玉米65g,Rob Haberlin,10021253847,东北,吉林省,吉林市,申通,坚果炒货,特惠炒货,48,115.2,应收账款
2017/6/10,夏威夷果盐焗味200g,Emily Phan,10021253870,西北,新疆,乌鲁木齐市,韵达,坚果炒货,磕壳坚果,30,543.27,预付账款
2017/12/17,多味花生148g,Helen Wasserman,10021253900,华南,广东省,汕头市,顺丰,坚果炒货,特惠炒货,48,223.44,应收票据
2016/4/22,小米锅巴五香味90g*2,Rick Duston,10021253935,东北,辽宁省,营口市,韵达,坚果炒货,特惠炒货,14,137.214,应收账款
2017/11/29,原生碧根果218g,Sam Zeldin,10021253936,东北,黑龙江,哈尔滨市,申通,坚果炒货,果果仁仁,13,235.417,应收账款
2017/8/2,瓜蒌子奶香味150g,Victoria Pisteka,10021253940,华南,广东省,揭阳市,顺丰,坚果炒货,磕壳坚果,25,405.6,应收票据
2017/6/29,蟹黄风味豆瓣120g,Alex Grayson,10021254011,华北,内蒙古,包头市,申通,坚果炒货,果果仁仁,43,176.085,应收账款
2016/6/22,蟹香腰果180g,Alex Grayson,10021254022,华东,浙江省,宁波市,圆通,坚果炒货,果果仁仁,11,190.993,预付账款
2016/10/1,葵花籽奶油味190g,Anthony Johnson,10021254041,华北,河北省,沧州市,中通,坚果炒货,磕壳坚果,10,77.42,应收账款
2016/2/15,淮盐花生米100g,Phillip Flathmann,10021254095,东北,吉林省,白山市,顺丰,坚果炒货,果果仁仁,4,19.404,应收账款
2017/5/28,甘草西瓜子218g,Art Miller,10021254130,华东,福建省,福州市,圆通,坚果炒货,磕壳坚果,30,367.65,预付账款
2017/6/9,奶香夏威夷果280g,Art Miller,10021254146,华南,广东省,东莞市,顺丰,坚果炒货,磕壳坚果,10,278.07,应收票据
2016/10/20,爆米花（焦糖味）118g,William Brown,10021254206,华北,天津市,天津市,顺丰,坚果炒货,特惠炒货,18,167.508,应收账款
2016/9/30,西瓜子话梅味218g,Karen Carlisle,10021254219,西北,甘肃省,兰州市,申通,坚果炒货,磕壳坚果,29,428.823,预付账款
2017/8/16,青豌豆蒜香味120g,Corey Catlett,10021254260,华北,天津市,天津市,申通,坚果炒货,特惠炒货,39,269.1,应收账款
2017/8/16,蟹香腰果180g,Jesus Ocampo,10021254267,东北,辽宁省,辽阳市,顺丰,坚果炒货,果果仁仁,38,625.784,应收账款
2017/12/2,甘草西瓜子218g,Michael Dominguez,10021254413,华南,广东省,揭阳市,顺丰,坚果炒货,磕壳坚果,23,290.766,应收票据
2017/3/13,椰香玉米65g*5,Carlos Meador,10021254496,华南,广东省,佛山市,圆通,坚果炒货,特惠炒货,16,165.68,应收票据
2017/11/26,葵花籽奶油味190g,Lycoris Saunders,10021254509,华东,安徽省,安庆市,顺丰,坚果炒货,磕壳坚果,24,185.808,应收账款
2017/12/26,椰香玉米65g,Maris LaWare,10021254610,华北,北京市,北京市,韵达,坚果炒货,特惠炒货,4,9.5,应收账款
2017/1/16,炭烧腰果120g,Pauline Chand,10021254653,东北,黑龙江,齐齐哈尔市,圆通,坚果炒货,果果仁仁,33,373.065,应收账款
2016/7/13,话梅味西瓜子105g,Damala Kotsonis,10021254689,华南,河南省,鹤壁市,中通,坚果炒货,磕壳坚果,34,229.908,应收票据
2016/5/21,东北红松330g,Eugene Hildebrand,10021254697,东北,黑龙江,佳木斯市,顺丰,坚果炒货,磕壳坚果,44,1580.04,应收账款
2016/4/13,东北红松330g,Andy Reiter,10021254704,华东,浙江省,温州市,圆通,坚果炒货,磕壳坚果,1,39.102,应收账款
2016/5/26,烘烤薯片原味98g,Ken Brennan,10021254713,东北,吉林省,长春市,中通,坚果炒货,果果仁仁,45,405.405,应收账款
2017/11/23,盐焗扁核仁210g,Sanjit Chand,10021254734,华北,天津市,天津市,圆通,坚果炒货,果果仁仁,19,556.738,应收账款
2016/1/7,椰香玉米65g,Jasper Cacioppo,10021254736,西北,宁夏,银川市,圆通,坚果炒货,特惠炒货,3,7.5,预付账款
2017/4/25,东北红松330g,Jim Epp,10021254766,华南,湖南省,长沙市,申通,坚果炒货,磕壳坚果,3,114.912,应收票据
2017/9/25,炭烧腰果120g,Helen Abelman,10021254786,华南,海南省,海口市,中通,坚果炒货,果果仁仁,38,416.024,应收票据
2016/5/16,蛋花玉米65g,Christine Sundaresam,10021254810,华南,河南省,洛阳市,韵达,坚果炒货,特惠炒货,27,66.15,应收票据
2017/8/30,奶香夏威夷果280g,Lauren Leatherbury,10021254856,华北,北京市,北京市,申通,坚果炒货,磕壳坚果,35,973.245,应收账款
2017/7/24,多味葵花籽180g,Liz Pelletier,10021254885,华南,海南省,三沙市,圆通,坚果炒货,磕壳坚果,44,313.5,应收票据
2017/5/21,蛋花玉米65g,Daniel Byrd,10021254891,华南,海南省,三亚市,顺丰,坚果炒货,特惠炒货,50,118.75,应收票据
2017/10/26,瓜蒌子奶香味150g,Erin Creighton,10021254897,华东,安徽省,合肥市,韵达,坚果炒货,磕壳坚果,47,738.699,应收账款
2017/10/26,精装纸皮核桃380g,Harold Engle,10021254964,西北,甘肃省,嘉峪关市,申通,坚果炒货,磕壳坚果,17,630.819,预付账款
2016/4/6,甘栗仁80g,Jenna Caffey,10021255017,华北,北京市,北京市,申通,坚果炒货,果果仁仁,14,87.906,应收账款
2017/6/16,东北红松330g,Philip Brown,10021255031,华东,浙江省,宁波市,圆通,坚果炒货,磕壳坚果,34,1248.072,应收账款
2017/7/22,原味松子218g,Anna Andreadi,10021255081,华南,湖北省,荆州市,韵达,坚果炒货,果果仁仁,7,181.3,应收票据
2017/2/4,烘烤薯片原味98g,Toby Swindell,10021255114,华南,广东省,佛山市,申通,坚果炒货,果果仁仁,45,427.68,应收票据
2016/11/25,原生碧根果218g,Erin Creighton,10021255132,华南,广东省,广州市,圆通,坚果炒货,果果仁仁,24,429.84,应收票据
2016/11/25,原生碧根果218g,Erin Creighton,10021255132,华南,广东省,广州市,圆通,坚果炒货,果果仁仁,24,429.84,应收票据
2016/5/27,良品山核桃椒盐味238g,Berenike Kampe,10021255171,华南,广西省,梧州市,圆通,坚果炒货,磕壳坚果,41,1025.697,应收票据
2017/4/10,蟹黄风味豆瓣120g,Chuck Clark,10021255297,华南,广西省,北海市,顺丰,坚果炒货,果果仁仁,8,33.12,应收票据
2017/7/9,多味花生148g,Christy Brittain,10021255303,华南,广西省,北海市,圆通,坚果炒货,特惠炒货,39,175.812,应收票据
2016/7/30,奶香夏威夷果280g,Guy Thornton,10021255324,华北,内蒙古,通辽市,顺丰,坚果炒货,磕壳坚果,23,639.561,应收账款
2016/6/23,良品山核桃椒盐味238g,Larry Tron,10021255351,华北,天津市,天津市,顺丰,坚果炒货,磕壳坚果,21,514.059,应收账款
2016/9/6,沙拉薯条150g,Robert Waldorf,10021255366,东北,辽宁省,辽阳市,圆通,坚果炒货,特惠炒货,43,285.95,应收账款
2017/11/30,自然开心果210g,Rob Haberlin,10021255384,东北,吉林省,通化市,顺丰,坚果炒货,磕壳坚果,37,1846.3,应收账款
2016/10/29,甘草西瓜子90g,Cathy Armstrong,10021255454,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,31,138.229,应收票据
2016/10/29,甘草西瓜子90g,Cathy Armstrong,10021255454,华南,海南省,海口市,圆通,坚果炒货,磕壳坚果,31,138.229,应收票据
2017/9/9,小米锅巴五香味90g,Patrick Jones,10021255510,华南,广西省,柳州市,中通,坚果炒货,特惠炒货,36,203.04,应收票据
2017/1/31,盐焗腰果180g,Guy Armstrong,10021255516,华北,内蒙古,巴彦淖尔市,圆通,坚果炒货,果果仁仁,3,53.73,应收账款
2016/11/24,椰香玉米65g*5,Jennifer Braxton,10021255561,西南,四川省,南充市,顺丰,坚果炒货,特惠炒货,14,151.074,预付账款
2016/11/24,椰香玉米65g*5,Jennifer Braxton,10021255561,西南,四川省,南充市,顺丰,坚果炒货,特惠炒货,14,151.074,预付账款
2017/8/24,鱼骨青豆80g,Ritsa Hightower,10021255684,西北,甘肃省,天水市,顺丰,坚果炒货,特惠炒货,48,460.944,预付账款
2016/6/3,沙拉薯条150g,Jonathan Doherty,10021255693,华南,广东省,汕头市,顺丰,坚果炒货,特惠炒货,28,180.32,应收票据
2016/10/19,甘栗仁150g,Tanja Norvell,10021255727,华南,广东省,惠州市,顺丰,坚果炒货,果果仁仁,50,619.2,应收票据
2016/9/26,碧根果仁（芝麻味）125g,Marc Crier,10021255731,华北,内蒙古,巴彦淖尔市,顺丰,坚果炒货,果果仁仁,47,1008.714,应收账款
2016/2/5,沙拉薯条150g,Robert Barroso,10021255755,华东,浙江省,杭州市,韵达,坚果炒货,特惠炒货,3,20.37,应收账款
2016/5/16,小米锅巴孜然味90g,Paul Lucas,10021255756,东北,辽宁省,沈阳市,韵达,坚果炒货,特惠炒货,25,118.75,应收账款
2017/6/19,炭烧腰果120g,Maria Zettner,10021255795,华北,内蒙古,呼和浩特市,圆通,坚果炒货,果果仁仁,21,247.401,应收账款
2017/2/20,话梅味西瓜子105g,Nathan Mautz,10021255803,华东,江苏省,南通市,顺丰,坚果炒货,磕壳坚果,39,261.027,预付账款
2017/1/5,碧根果仁（芝麻味）125g,Steve Nguyen,10021255861,华东,浙江省,湖州市,申通,坚果炒货,果果仁仁,44,953.964,预付账款
2017/6/28,葵花籽奶油味190g,Sonia Sunley,10021255969,东北,辽宁省,沈阳市,韵达,坚果炒货,磕壳坚果,47,334.17,应收账款
2017/8/14,西瓜子奶油味218g,Tracy Hopkins,10021256001,西南,重庆市,重庆市,圆通,坚果炒货,磕壳坚果,32,383.904,预付账款
2017/12/30,奶香夏威夷果280g,Anne Pryor,10021256071,华南,湖北省,荆州市,顺丰,坚果炒货,磕壳坚果,5,145.015,应收票据
2017/12/12,烘烤薯片番茄味98g,Rick Bensley,10021256081,华北,内蒙古,巴彦淖尔市,顺丰,坚果炒货,特惠炒货,8,74.448,应收账款
2017/12/28,精装纸皮核桃380g,Liz Willingham,10021256099,东北,辽宁省,沈阳市,韵达,坚果炒货,磕壳坚果,33,1198.197,应收账款
2016/8/29,爆米花（焦糖味）118g,Stuart Van,10021256158,华南,海南省,海口市,中通,坚果炒货,特惠炒货,12,116.424,应收票据
2017/3/9,奶香巴旦木238g,Sylvia Foulston,10021256162,华南,海南省,三沙市,圆通,坚果炒货,磕壳坚果,28,902.776,应收票据
2017/10/30,甘栗仁80g,Robert Barroso,10021256212,东北,吉林省,吉林市,申通,坚果炒货,果果仁仁,15,101.43,应收账款
2017/7/3,东北红松330g,Kristina Nunn,10021256215,东北,吉林省,白城市,圆通,坚果炒货,磕壳坚果,22,869.022,应收账款
2017/11/29,炭烧腰果120g,Sean Braxton,10021256295,华东,浙江省,舟山市,顺丰,坚果炒货,果果仁仁,2,22.134,预付账款
2016/2/8,瓜蒌子奶香味150g,Ed Ludwig,10021256361,西北,陕西省,榆林市,顺丰,坚果炒货,磕壳坚果,47,746.642,预付账款
2017/3/25,甘栗仁80g,Benjamin Venier,10021256369,西南,西藏,拉萨市,圆通,坚果炒货,果果仁仁,22,150.282,预付账款
2016/4/29,小米锅巴孜然味90g,Yoseph Carroll,10021256407,东北,辽宁省,沈阳市,圆通,坚果炒货,特惠炒货,28,134.4,应收账款
2017/11/29,夏威夷果盐焗味200g,Linda Southworth,10021256460,华南,广东省,阳江市,中通,坚果炒货,磕壳坚果,11,212.333,应收票据
2017/3/24,野山小核桃仁160g,Shirley Jackson,10021256461,华北,山西省,大同市,顺丰,坚果炒货,果果仁仁,49,2737.14,应收账款
2016/2/5,小米锅巴五香味90g,Christina Vanderzanden,10021256536,东北,吉林省,吉林市,申通,坚果炒货,特惠炒货,6,34.92,应收账款
2017/2/1,肉松青豆120g,Jay Fine,10021256577,东北,辽宁省,营口市,顺丰,坚果炒货,特惠炒货,50,313.95,应收账款
2017/2/21,烘烤薯片原味98g,Liz Thompson,10021256648,华东,山东省,青岛市,圆通,坚果炒货,果果仁仁,38,338.58,预付账款
2016/3/25,椰香玉米65g,Dario Medina,10021256651,华南,广东省,汕头市,韵达,坚果炒货,特惠炒货,20,48,应收票据
2017/12/7,瓜蒌子奶香味150g,Herbert Flentye,10021256682,华北,天津市,天津市,圆通,坚果炒货,磕壳坚果,3,50.7,应收账款
2017/11/20,炭烧腰果238g,David Kendrick,10021256695,东北,黑龙江,鸡西市,圆通,坚果炒货,果果仁仁,15,340.575,应收账款
2017/4/5,东北红松218g,Pete Takahito,10021256747,华东,安徽省,蚌埠市,圆通,坚果炒货,磕壳坚果,15,444.015,预付账款
2017/3/5,甘栗仁100g,Mathew Reese,10021256790,华北,北京市,北京市,圆通,坚果炒货,果果仁仁,15,102.465,应收账款
2016/8/12,鱼骨青豆80g,Ann Chong,10021256809,华南,湖北省,黄石市,顺丰,坚果炒货,特惠炒货,3,29.106,应收票据
2017/9/17,原味松子218g,Neil Ducich,10021256862,华东,安徽省,铜陵市,顺丰,坚果炒货,果果仁仁,15,369.075,预付账款
2017/11/24,青豌豆蒜香味120g,Brenda Bowman,10021256892,华东,福建省,福州市,圆通,坚果炒货,特惠炒货,25,170.775,预付账款
2016/1/7,沙拉薯条150g,Jasper Cacioppo,10021256910,西北,甘肃省,兰州市,圆通,坚果炒货,特惠炒货,3,19.95,预付账款
2016/7/10,原味松子218g,Muhammed Yedwab,10021256956,华北,山西省,晋中市,顺丰,坚果炒货,果果仁仁,38,984.2,应收账款
2017/10/12,炭烧腰果120g,Patrick Ryan,10021257066,东北,辽宁省,鞍山市,圆通,坚果炒货,果果仁仁,39,445.536,应收账款
2016/6/18,炭烧腰果120g,Sean Braxton,10021257153,华北,山西省,临汾市,顺丰,坚果炒货,果果仁仁,31,346.766,应收账款
2017/12/21,炭烧腰果120g,Trudy Schmidt,10021257188,华北,内蒙古,呼和浩特市,圆通,坚果炒货,果果仁仁,33,373.065,应收账款
2017/12/7,原生碧根果218g,Victoria Brennan,10021257255,华北,山西省,运城市,顺丰,坚果炒货,果果仁仁,41,783.264,应收账款
2017/4/3,奶香夏威夷果280g,Georgia Rosenberg,10021257345,华南,广东省,广州市,申通,坚果炒货,磕壳坚果,31,862.017,应收票据
2016/9/5,肉松青豆120g,Mike Kennedy,10021257346,华北,北京市,北京市,圆通,坚果炒货,特惠炒货,43,278.898,应收账款
2017/10/30,话梅味西瓜子105g,Robert Barroso,10021257433,东北,吉林省,四平市,申通,坚果炒货,磕壳坚果,49,331.338,应收账款
2016/9/28,野山小核桃仁160g,Sean Braxton,10021257558,华南,广东省,汕头市,韵达,坚果炒货,果果仁仁,2,109.368,应收票据
2017/6/2,烘烤薯片番茄味98g,Tracy Zic,10021257583,华东,安徽省,蚌埠市,申通,坚果炒货,特惠炒货,32,288.288,预付账款
2017/12/27,炭烧腰果238g,Brad Thomas,10021257586,华南,广西省,南宁市,韵达,坚果炒货,果果仁仁,34,780.096,应收票据
2017/11/7,盐焗腰果180g,Beth Thompson,10021257666,华南,广东省,东莞市,顺丰,坚果炒货,果果仁仁,22,411.532,应收票据
2016/7/16,碧根果椒盐味190g*3,Skye Norling,10021257724,华北,山西省,长治市,申通,坚果炒货,磕壳坚果,22,1194.16,应收账款
